Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods
18.25,0,0.076089711,212.9218,1999,2,1,1,3846.9924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.85,1,0.020908608,63.5194,1999,2,1,1,557.2746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.6,0,0.039738393,163.7526,2009,2,3,2,2960.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.3,0,0.06356617,151.3708,1997,1,1,1,3611.2992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.395,0,0.112553853,59.022,2009,2,3,2,1378.206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.5,1,0.013493914,143.7154,2004,1,2,1,3119.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.35,0,0.118102769,224.8088,1997,1,1,1,2013.3792,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.1,0,0.06682033,198.9084,1987,3,3,1,4761.8016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.6,1,0.040205535,188.753,1997,1,1,1,7590.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.5,0,0.032819637,38.9822,1999,2,1,1,982.055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.1,1,0.096249842,134.4942,1999,2,1,1,2119.9072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.905,0,0.010003987,250.7408,1987,3,3,1,5757.8384,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.0,0,0.124452048,118.5124,1997,1,1,1,1303.6364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.85,0,0.054025644,197.2768,1997,1,1,1,6503.5344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.325,0,0.093385381,91.3146,1997,1,1,1,1641.8628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.695,1,0.060654268,174.7712,2004,1,2,1,3339.6528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.25,0,0.025953257,179.5976,1997,1,1,1,2535.3664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.65,0,0.033851785,112.186,2004,1,2,1,1018.674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.235,0,0.058121214,115.8834,2004,1,2,1,1382.2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.15,0,0.015457803,209.9928,2004,1,2,1,5259.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.615,0,0.116152226,94.1436,1987,3,3,1,1512.6976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.765,1,0.087260103,105.0306,1997,1,1,1,2090.612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.3,1,0.0111263,87.254,1997,1,1,1,1211.756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.84,1,0.076547632,109.5228,2004,1,2,1,1657.842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.1,0,0.074931201,108.9228,2009,2,3,2,1105.228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.695,0,0.0,185.1898,2004,1,2,1,2619.2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.85,0,0.16758389,194.6136,1997,1,1,1,2721.7904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.25,0,0.054318517,140.9154,1999,2,1,1,6381.693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.32,0,0.0,101.7674,1987,3,3,1,1120.5414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.115,1,0.032152786,157.3972,2004,1,2,1,1869.5664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.1,0,0.055840055,139.8496,1997,1,1,1,1411.496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.0,0,0.081996013,216.2534,2004,1,2,1,4301.068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.18,1,0.082737261,57.3588,2009,2,3,2,343.5528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.6,1,0.045982389,177.0344,1987,3,3,1,535.3032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.3,0,0.042256257,124.4388,1987,3,3,1,1609.9044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.6,0,0.0,42.877,1999,2,1,1,649.155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.3,0,0.056424146,247.8118,2004,1,2,1,2223.1062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3,1,0.084749164,215.5218,2004,1,2,1,4060.7142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.2,0,0.091763303,228.5352,1997,1,1,1,1832.2816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.35,1,0.113195815,190.8504,2004,1,2,1,3643.2576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.1,1,0.054584207,193.382,2004,1,2,1,4247.804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.35,0,0.093278912,118.7124,2004,1,2,1,2607.2728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.1,0,0.090043082,140.1496,2009,2,3,2,846.8976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.5,0,0.035711426,93.612,1999,2,1,1,1584.604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.6,1,0.043655155,156.7946,1997,1,1,1,3629.2758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.275,0,0.027942357,145.076,2004,1,2,1,1611.236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.7,0,0.041730507,109.2912,2004,1,2,1,2402.2064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14.15,0,0.008829806,196.811,2009,2,3,2,4517.453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,0,0.067722325,130.8626,2009,2,3,2,1573.9512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.5,0,0.0,37.119,2009,2,3,2,842.237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.96,0,0.077193561,89.9146,1997,1,1,1,1277.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.35,0,0.013869039,62.5168,2009,2,3,2,447.4176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.78,0,0.096536082,162.8552,1999,2,1,1,3574.0144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,0,0.01601936,248.5092,2004,1,2,1,6474.2392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.195,0,0.114863923,59.0246,2004,1,2,1,1853.5872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.17,0,0.103138922,141.747,1999,2,1,1,3006.087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.7,0,0.0,52.2324,2004,1,2,1,467.3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.785,0,0.025962714,120.9414,2004,1,2,1,1949.4624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.76,0,0.050256604,127.3336,2009,2,3,2,2684.5056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.6,0,0.023931217,103.1964,1987,3,3,1,736.3748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.155,1,0.033692089,76.2354,2009,2,3,2,1279.0018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.85,0,0.142219209,167.6132,2009,2,3,2,1522.0188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.6,0,0.006708517,164.6184,1999,2,1,1,2972.1312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13.35,0,0.032180494,61.2194,1997,1,1,1,433.4358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.3,1,0.066717378,260.8962,2004,1,2,1,4920.9278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.5,1,0.020653603,84.954,2009,2,3,2,865.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.19,0,0.042687151,195.911,1999,2,1,1,2946.165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.15,0,0.021705417,163.5184,1987,3,3,1,3137.2496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.25,0,0.026651184,86.6198,1999,2,1,1,1657.1762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.8,1,0.106968096,221.6772,1987,3,3,1,3113.2808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.75,1,0.008191729,103.5674,1997,1,1,1,1629.8784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.8,1,0.048218142,42.2138,1999,2,1,1,690.4346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8,1,0.107036943,220.3772,2004,1,2,1,4447.544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.81,1,0.034043503,168.7158,1999,2,1,1,2673.8528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.1,1,0.036027524,177.2712,1997,1,1,1,3339.6528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.85,0,0.0,38.3164,2004,1,2,1,502.0132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.5,1,0.02498633,216.7508,2004,1,2,1,3038.7112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.135,0,0.115032406,161.0236,1997,1,1,1,1288.9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.3,0,0.016087659,249.6092,2009,2,3,2,5976.2208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.51,0,0.051936086,142.947,2004,1,2,1,3006.087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.6,1,0.05443912,128.831,1987,3,3,1,1038.648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,0,0.089778187,158.4604,1997,1,1,1,2693.8268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.65,0,0.053372768,149.5734,1999,2,1,1,2524.0478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.1,1,0.022406575,225.9036,1987,3,3,1,3643.2576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.25,1,0.065896556,179.266,1997,1,1,1,1438.128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.075,0,0.022566975,97.3068,1997,1,1,1,1263.6884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.5,0,0.0,129.3652,1987,3,3,1,2066.6432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.785,0,0.020609218,155.1656,1999,2,1,1,4016.1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.465,1,0.0,129.1626,1997,1,1,1,3672.5528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7,1,0.030624844,252.2724,1997,1,1,1,1258.362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.39,0,0.092705683,251.9066,1987,3,3,1,4267.1122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.8,0,0.03748996,48.6034,2004,1,2,1,291.6204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0.046115083,120.2124,2004,1,2,1,1540.6612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.6,1,0.053170949,45.606,2004,1,2,1,1724.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.75,1,0.082915017,34.9558,2004,1,2,1,645.1602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.6,0,0.076975118,161.8236,1999,2,1,1,1611.236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.73,0,0.045371855,86.0882,1997,1,1,1,1116.5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.15,0,0.028642712,149.0708,1999,2,1,1,1203.7664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.44,1,0.017047751,174.637,1987,3,3,1,2999.429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.1,0,0.016812745,180.666,1987,3,3,1,4134.618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.355,0,0.0,145.6418,1987,3,3,1,3384.2614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.75,0,0.134960397,101.37,1987,3,3,1,2097.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.905,0,0.045614252,221.5456,1987,3,3,1,6852.4136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.0,0,0.099136036,210.3902,1997,1,1,1,1486.7314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.25,0,0.014222617,148.9418,1997,1,1,1,3531.4032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.175,0,0.037457098,83.4224,1999,2,1,1,1448.7808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.0,0,0.079279489,77.2644,1987,3,3,1,1335.5948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.6,1,0.045835395,168.2132,1999,2,1,1,2367.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.175,1,0.029616108,107.7622,2009,2,3,2,2011.3818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.7,0,0.0576269,83.3566,1999,2,1,1,1860.2452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.6,0,0.015687045,182.6976,1997,1,1,1,3440.8544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.2,0,0.162960415,43.5086,1987,3,3,1,1070.6064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.15,0,0.024651269,179.5686,1997,1,1,1,1422.1488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.35,0,0.089608321,262.1594,1999,2,1,1,3139.9128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.39,0,0.067766896,140.6812,2004,1,2,1,3704.5112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.6,0,0.041355366,88.7514,1999,2,1,1,2656.542,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.28,0,0.027748176,86.5198,1999,2,1,1,1395.5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.395,0,0.159201868,226.072,1987,3,3,1,3621.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.65,0,0.042175992,106.4938,1987,3,3,1,2465.4574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.5,1,0.026280116,102.3332,1987,3,3,1,922.7988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.88,0,0.086916126,153.3682,1999,2,1,1,1219.7456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16.0,0,0.09911729,210.7902,2004,1,2,1,4460.1942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.7,0,0.053439522,55.093,2009,2,3,2,1018.674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.6,0,0.023448504,93.9778,2004,1,2,1,2816.334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.25,0,0.108030434,32.4558,1997,1,1,1,101.8674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.15,1,0.024404558,198.311,1997,1,1,1,2553.343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.8,1,0.026358005,39.6138,1997,1,1,1,365.5242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.85,0,0.137227848,155.563,1997,1,1,1,4224.501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.635,0,0.141108156,128.2994,1999,2,1,1,2698.4874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,0,0.024325592,48.5718,2009,2,3,2,425.4462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.395,1,0.109096371,44.6112,1997,1,1,1,511.3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11.395,1,0.069574013,232.8616,2004,1,2,1,2812.3392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.5,1,0.027458099,158.792,2009,2,3,2,2556.672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.35,1,0.092226754,184.4266,1997,1,1,1,3504.1054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.8,1,0.014144442,180.4344,2009,2,3,2,535.3032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14.0,0,0.041355366,182.0634,1999,2,1,1,4544.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.7,0,0.024655594,84.3592,1997,1,1,1,743.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.5,0,0.081134826,220.0798,1997,1,1,1,4848.3556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.435,0,0.084452363,165.2158,1997,1,1,1,2840.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.48,0,0.033899898,146.9076,1997,1,1,1,2956.152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.6,0,0.058042926,154.6314,1987,3,3,1,1861.5768,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.1,0,0.0343603,253.4356,1999,2,1,1,2797.6916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.5,1,0.100922503,199.0768,1999,2,1,1,2759.0752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.785,0,0.092576144,121.0098,2004,1,2,1,2530.7058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.6,0,0.025742955,197.1084,1999,2,1,1,4761.8016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.445,0,0.029812714,95.4436,2009,2,3,2,1229.0668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88,1,0.133382115,55.0298,1987,3,3,1,647.1576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,1,0.0,88.5198,1987,3,3,1,261.6594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.395,0,0.039484739,97.9042,2004,1,2,1,1686.4714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.0,0,0.021425341,250.175,1997,1,1,1,2996.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.35,1,0.185704641,77.1328,1987,3,3,1,2239.7512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3,0,0.066668724,192.4478,2004,1,2,1,2712.4692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.5,1,0.030688557,85.754,2004,1,2,1,2163.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.7,0,0.041803291,110.3912,1999,2,1,1,3275.736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.75,1,0.082861686,32.6558,1987,3,3,1,679.116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.1,0,0.076385385,88.483,2009,2,3,2,988.713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.1,0,0.033102681,116.6124,2004,1,2,1,1540.6612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.97,0,0.021531416,108.4596,2004,1,2,1,3020.0688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.15,0,0.028592842,151.0708,2004,1,2,1,2858.9452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.1,0,0.067148407,200.4084,2009,2,3,2,3968.168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.35,0,0.020579897,52.1324,1999,2,1,1,934.7832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.1,1,0.025912378,146.8418,1999,2,1,1,1765.7016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.19,1,0.044432887,102.899,2009,2,3,2,1651.184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.8,0,0.115346634,200.2084,1999,2,1,1,4563.3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11.35,1,0.063226306,87.9856,1997,1,1,1,1494.0552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20.25,1,0.022936488,240.8538,2004,1,2,1,7931.6754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,0,0.054585372,196.5084,1987,3,3,1,595.2252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.0,0,0.104230135,259.5278,1997,1,1,1,2603.278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.0,0,0.111923422,106.5622,1997,1,1,1,2117.244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.7,0,0.024756031,83.8592,2009,2,3,2,247.6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11.5,0,0.173483253,129.0652,2004,1,2,1,3487.4604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.85,0,0.04282359,254.433,2009,2,3,2,2050.664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.135,0,0.115010655,161.5236,2004,1,2,1,1288.9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.7,0,0.169776346,184.4266,2004,1,2,1,3688.532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.6,0,0.041608488,165.4526,2004,1,2,1,1644.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16.0,0,0.072608647,228.3668,1987,3,3,1,5298.4364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.6,0,0.116913245,78.167,1997,1,1,1,1837.608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.3,0,0.175060504,106.7964,2009,2,3,2,525.982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.2,0,0.099893424,187.6898,2004,1,2,1,3928.8858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.15,0,0.0,119.244,2004,1,2,1,2636.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.35,0,0.068765205,260.4278,1987,3,3,1,3644.5892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.2,1,0.096906831,175.5028,2009,2,3,2,6729.9064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.57,0,0.096862255,193.982,2004,1,2,1,2316.984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.35,1,0.062528426,166.9184,1997,1,1,1,3302.368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,0,0.032621545,143.2154,1997,1,1,1,2127.231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.51,0,0.05190268,142.247,1987,3,3,1,2862.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.3,0,0.127517605,86.0224,2004,1,2,1,1022.6688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14.3,0,0.13030659,75.7328,1987,3,3,1,617.8624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.825,1,0.046625941,154.9998,2004,1,2,1,3075.996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.65,0,0.035410748,231.401,1997,1,1,1,2067.309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.15,0,0.032250092,164.0526,2004,1,2,1,4769.1254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.1,0,0.045378573,42.4138,1999,2,1,1,243.6828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.6,0,0.024222321,45.5718,2004,1,2,1,945.436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.3,0,0.009410528,73.738,1997,1,1,1,1318.284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.85,0,0.169139066,46.406,2009,2,3,2,186.424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.35,1,0.043122189,197.9742,1987,3,3,1,995.371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.0,1,0.10361083,228.372,1999,2,1,1,905.488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.195,1,0.044974051,115.5808,2004,1,2,1,1874.8928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.0,0,0.124645538,117.2124,1999,2,1,1,2133.2232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.1,0,0.110459828,172.108,2009,2,3,2,2250.404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.8,1,0.056386541,84.6908,1997,1,1,1,503.3448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.65,0,0.083359391,161.9552,1997,1,1,1,4711.2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.695,1,0.128805815,224.0404,2009,2,3,2,5851.0504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.75,1,0.083059634,35.7558,1999,2,1,1,611.2044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.3,0,0.076866235,247.146,2009,2,3,2,492.692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.0,1,0.099188598,88.9856,1987,3,3,1,1669.8264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.5,0,0.021010687,131.3942,1999,2,1,1,927.4594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.64,1,0.070645636,91.212,1987,3,3,1,466.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.75,0,0.014568036,158.1262,1987,3,3,1,4137.2812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.75,0,0.073524776,34.8216,1999,2,1,1,207.7296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.27,0,0.046559448,100.5384,1997,1,1,1,2463.46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.2,1,0.039247736,157.663,1997,1,1,1,1095.241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,0,0.040945898,143.1496,1997,1,1,1,2258.3936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.5,0,0.031331581,111.1228,1999,2,1,1,663.1368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.0,1,0.026840766,219.8456,1997,1,1,1,4863.0032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.035,0,0.0,262.691,1987,3,3,1,6048.793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.75,0,0.041429246,117.2466,1999,2,1,1,2239.0854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
